year,state,month,number,date
2003,Sao Paulo,Fevereiro,137,01/01/2003
2004,Sao Paulo,Fevereiro,41,01/01/2004
2005,Sao Paulo,Fevereiro,78,01/01/2005
2006,Sao Paulo,Fevereiro,59,01/01/2006
2007,Sao Paulo,Fevereiro,96,01/01/2007
2008,Sao Paulo,Fevereiro,30,01/01/2008
2009,Sao Paulo,Fevereiro,65,01/01/2009
2010,Sao Paulo,Fevereiro,152,01/01/2010
2011,Sao Paulo,Fevereiro,73,01/01/2011
2012,Sao Paulo,Fevereiro,81,01/01/2012
2013,Sao Paulo,Fevereiro,100,01/01/2013
2014,Sao Paulo,Fevereiro,112,01/01/2014
2015,Sao Paulo,Fevereiro,69,01/01/2015
2016,Sao Paulo,Fevereiro,188,01/01/2016
2017,Sao Paulo,Fevereiro,107,01/01/2017
1998,Sao Paulo,Março,0,01/01/1998
1999,Sao Paulo,Março,78,01/01/1999
2000,Sao Paulo,Março,26,01/01/2000
2001,Sao Paulo,Março,35,01/01/2001
2002,Sao Paulo,Março,111,01/01/2002
2003,Sao Paulo,Março,86,01/01/2003
2004,Sao Paulo,Março,73,01/01/2004
2005,Sao Paulo,Março,73,01/01/2005
2006,Sao Paulo,Março,106,01/01/2006
2007,Sao Paulo,Março,152,01/01/2007
2008,Sao Paulo,Março,72,01/01/2008
2009,Sao Paulo,Março,55,01/01/2009
2010,Sao Paulo,Março,111,01/01/2010
2011,Sao Paulo,Março,45,01/01/2011
2012,Sao Paulo,Março,99,01/01/2012
2013,Sao Paulo,Março,57,01/01/2013
2014,Sao Paulo,Março,75,01/01/2014
2015,Sao Paulo,Março,68,01/01/2015
2016,Sao Paulo,Março,82,01/01/2016
2017,Sao Paulo,Março,103,01/01/2017
1998,Sao Paulo,Abril,0,01/01/1998
1999,Sao Paulo,Abril,291,01/01/1999
2000,Sao Paulo,Abril,102,01/01/2000
2001,Sao Paulo,Abril,61,01/01/2001
2002,Sao Paulo,Abril,178,01/01/2002
2003,Sao Paulo,Abril,106,01/01/2003
2004,Sao Paulo,Abril,36,01/01/2004
2005,Sao Paulo,Abril,62,01/01/2005
2006,Sao Paulo,Abril,63,01/01/2006
2007,Sao Paulo,Abril,44,01/01/2007
2008,Sao Paulo,Abril,84,01/01/2008
2009,Sao Paulo,Abril,67,01/01/2009
2010,Sao Paulo,Abril,91,01/01/2010
2011,Sao Paulo,Abril,52,01/01/2011
2012,Sao Paulo,Abril,82,01/01/2012
2013,Sao Paulo,Abril,103,01/01/2013
2014,Sao Paulo,Abril,103,01/01/2014
2015,Sao Paulo,Abril,76,01/01/2015
2016,Sao Paulo,Abril,307,01/01/2016
2017,Sao Paulo,Abril,41,01/01/2017
1998,Sao Paulo,Maio,0,01/01/1998
1999,Sao Paulo,Maio,500,01/01/1999
2000,Sao Paulo,Maio,300,01/01/2000
2001,Sao Paulo,Maio,211,01/01/2001
2002,Sao Paulo,Maio,319,01/01/2002
2003,Sao Paulo,Maio,69,01/01/2003
2004,Sao Paulo,Maio,60,01/01/2004
2005,Sao Paulo,Maio,212,01/01/2005
2006,Sao Paulo,Maio,88,01/01/2006
2007,Sao Paulo,Maio,69,01/01/2007
2008,Sao Paulo,Maio,40,01/01/2008
2009,Sao Paulo,Maio,142,01/01/2009
2010,Sao Paulo,Maio,150,01/01/2010
2011,Sao Paulo,Maio,136,01/01/2011
2012,Sao Paulo,Maio,82,01/01/2012
2013,Sao Paulo,Maio,118,01/01/2013
2014,Sao Paulo,Maio,181,01/01/2014
2015,Sao Paulo,Maio,65,01/01/2015
2016,Sao Paulo,Maio,139,01/01/2016
2017,Sao Paulo,Maio,43,01/01/2017
1998,Sao Paulo,Junho,451,01/01/1998
1999,Sao Paulo,Junho,522,01/01/1999
2000,Sao Paulo,Junho,606,01/01/2000
2001,Sao Paulo,Junho,346,01/01/2001
2002,Sao Paulo,Junho,562,01/01/2002
2003,Sao Paulo,Junho,132,01/01/2003
2004,Sao Paulo,Junho,231,01/01/2004
2005,Sao Paulo,Junho,236,01/01/2005
2006,Sao Paulo,Junho,97,01/01/2006
2007,Sao Paulo,Junho,91,01/01/2007
2008,Sao Paulo,Junho,25,01/01/2008
2009,Sao Paulo,Junho,125,01/01/2009
2010,Sao Paulo,Junho,143,01/01/2010
2011,Sao Paulo,Junho,210,01/01/2011
2012,Sao Paulo,Junho,30,01/01/2012
2013,Sao Paulo,Junho,47,01/01/2013
2014,Sao Paulo,Junho,331,01/01/2014
2015,Sao Paulo,Junho,147,01/01/2015
2016,Sao Paulo,Junho,197,01/01/2016
2017,Sao Paulo,Junho,217,01/01/2017
1998,Sao Paulo,Julho,596,01/01/1998
1999,Sao Paulo,Julho,684,01/01/1999
2000,Sao Paulo,Julho,770,01/01/2000
2001,Sao Paulo,Julho,538,01/01/2001
2002,Sao Paulo,Julho,448,01/01/2002
2003,Sao Paulo,Julho,171,01/01/2003
2004,Sao Paulo,Julho,342,01/01/2004
2005,Sao Paulo,Julho,284,01/01/2005
2006,Sao Paulo,Julho,245,01/01/2006
2007,Sao Paulo,Julho,94,01/01/2007
2008,Sao Paulo,Julho,126,01/01/2008
2009,Sao Paulo,Julho,110,01/01/2009
2010,Sao Paulo,Julho,600,01/01/2010
2011,Sao Paulo,Julho,479,01/01/2011
2012,Sao Paulo,Julho,179,01/01/2012
2013,Sao Paulo,Julho,181,01/01/2013
2014,Sao Paulo,Julho,476,01/01/2014
2015,Sao Paulo,Julho,149,01/01/2015
2016,Sao Paulo,Julho,687,01/01/2016
2017,Sao Paulo,Julho,802,01/01/2017
1998,Sao Paulo,Agosto,581,01/01/1998
1999,Sao Paulo,Agosto,1.211,01/01/1999
2000,Sao Paulo,Agosto,915,01/01/2000
2001,Sao Paulo,Agosto,595,01/01/2001
2002,Sao Paulo,Agosto,719,01/01/2002
2003,Sao Paulo,Agosto,934,01/01/2003
2004,Sao Paulo,Agosto,794,01/01/2004
2005,Sao Paulo,Agosto,522,01/01/2005
2006,Sao Paulo,Agosto,572,01/01/2006
2007,Sao Paulo,Agosto,470,01/01/2007
2008,Sao Paulo,Agosto,153,01/01/2008
2009,Sao Paulo,Agosto,289,01/01/2009
2010,Sao Paulo,Agosto,1.809,01/01/2010
2011,Sao Paulo,Agosto,1.067,01/01/2011
2012,Sao Paulo,Agosto,435,01/01/2012
2013,Sao Paulo,Agosto,497,01/01/2013
2014,Sao Paulo,Agosto,1.458,01/01/2014
2015,Sao Paulo,Agosto,643,01/01/2015
2016,Sao Paulo,Agosto,797,01/01/2016
2017,Sao Paulo,Agosto,981,01/01/2017
1998,Sao Paulo,Setembro,525,01/01/1998
1999,Sao Paulo,Setembro,911,01/01/1999
2000,Sao Paulo,Setembro,582,01/01/2000
2001,Sao Paulo,Setembro,425,01/01/2001
2002,Sao Paulo,Setembro,302,01/01/2002
2003,Sao Paulo,Setembro,977,01/01/2003
2004,Sao Paulo,Setembro,809,01/01/2004
2005,Sao Paulo,Setembro,231,01/01/2005
2006,Sao Paulo,Setembro,694,01/01/2006
2007,Sao Paulo,Setembro,495,01/01/2007
2008,Sao Paulo,Setembro,486,01/01/2008
2009,Sao Paulo,Setembro,116,01/01/2009
2010,Sao Paulo,Setembro,1.677,01/01/2010
2011,Sao Paulo,Setembro,1.108,01/01/2011
2012,Sao Paulo,Setembro,813,01/01/2012
2013,Sao Paulo,Setembro,560,01/01/2013
2014,Sao Paulo,Setembro,882,01/01/2014
2015,Sao Paulo,Setembro,368,01/01/2015
2016,Sao Paulo,Setembro,490,01/01/2016
2017,Sao Paulo,Setembro,2.868,01/01/2017
1998,Sao Paulo,Outubro,434,01/01/1998
1999,Sao Paulo,Outubro,763,01/01/1999
2000,Sao Paulo,Outubro,647,01/01/2000
2001,Sao Paulo,Outubro,444,01/01/2001
2002,Sao Paulo,Outubro,733,01/01/2002
2003,Sao Paulo,Outubro,422,01/01/2003
2004,Sao Paulo,Outubro,195,01/01/2004
2005,Sao Paulo,Outubro,221,01/01/2005
2006,Sao Paulo,Outubro,153,01/01/2006
2007,Sao Paulo,Outubro,281,01/01/2007
2008,Sao Paulo,Outubro,87,01/01/2008
2009,Sao Paulo,Outubro,64,01/01/2009
2010,Sao Paulo,Outubro,260,01/01/2010
2011,Sao Paulo,Outubro,188,01/01/2011
2012,Sao Paulo,Outubro,206,01/01/2012
2013,Sao Paulo,Outubro,127,01/01/2013
2014,Sao Paulo,Outubro,887,01/01/2014
2015,Sao Paulo,Outubro,213,01/01/2015
2016,Sao Paulo,Outubro,177,01/01/2016
2017,Sao Paulo,Outubro,179,01/01/2017
1998,Sao Paulo,Novembro,488,01/01/1998
1999,Sao Paulo,Novembro,398,01/01/1999
2000,Sao Paulo,Novembro,96,01/01/2000
2001,Sao Paulo,Novembro,168,01/01/2001
2002,Sao Paulo,Novembro,72,01/01/2002
2003,Sao Paulo,Novembro,155,01/01/2003
2004,Sao Paulo,Novembro,144,01/01/2004
2005,Sao Paulo,Novembro,163,01/01/2005
2006,Sao Paulo,Novembro,43,01/01/2006
2007,Sao Paulo,Novembro,50,01/01/2007
2008,Sao Paulo,Novembro,20,01/01/2008
2009,Sao Paulo,Novembro,83,01/01/2009
2010,Sao Paulo,Novembro,104,01/01/2010
2011,Sao Paulo,Novembro,87,01/01/2011
2012,Sao Paulo,Novembro,50,01/01/2012
2013,Sao Paulo,Novembro,120,01/01/2013
2014,Sao Paulo,Novembro,56,01/01/2014
2015,Sao Paulo,Novembro,21,01/01/2015
2016,Sao Paulo,Novembro,39,01/01/2016
2017,Sao Paulo,Novembro,37,01/01/2017
1998,Sao Paulo,Dezembro,121,01/01/1998
1999,Sao Paulo,Dezembro,47,01/01/1999
2000,Sao Paulo,Dezembro,23,01/01/2000
2001,Sao Paulo,Dezembro,52,01/01/2001
2002,Sao Paulo,Dezembro,57,01/01/2002
2003,Sao Paulo,Dezembro,58,01/01/2003
2004,Sao Paulo,Dezembro,102,01/01/2004
2005,Sao Paulo,Dezembro,15,01/01/2005
2006,Sao Paulo,Dezembro,13,01/01/2006
2007,Sao Paulo,Dezembro,21,01/01/2007
2008,Sao Paulo,Dezembro,36,01/01/2008
2009,Sao Paulo,Dezembro,37,01/01/2009
2010,Sao Paulo,Dezembro,52,01/01/2010
2011,Sao Paulo,Dezembro,53,01/01/2011
2012,Sao Paulo,Dezembro,64,01/01/2012
2013,Sao Paulo,Dezembro,109,01/01/2013
2014,Sao Paulo,Dezembro,57,01/01/2014
2015,Sao Paulo,Dezembro,45,01/01/2015
2016,Sao Paulo,Dezembro,47,01/01/2016
1998,Sergipe,Janeiro,0,01/01/1998
1999,Sergipe,Janeiro,36,01/01/1999
2000,Sergipe,Janeiro,1,01/01/2000
2001,Sergipe,Janeiro,2,01/01/2001
2002,Sergipe,Janeiro,1,01/01/2002
2003,Sergipe,Janeiro,198,01/01/2003
2004,Sergipe,Janeiro,16,01/01/2004
2005,Sergipe,Janeiro,80,01/01/2005
2006,Sergipe,Janeiro,36,01/01/2006
2007,Sergipe,Janeiro,56,01/01/2007
2008,Sergipe,Janeiro,100,01/01/2008
2009,Sergipe,Janeiro,60,01/01/2009
2010,Sergipe,Janeiro,29,01/01/2010
2011,Sergipe,Janeiro,36,01/01/2011
2012,Sergipe,Janeiro,39,01/01/2012
2013,Sergipe,Janeiro,34,01/01/2013
2014,Sergipe,Janeiro,20,01/01/2014
2015,Sergipe,Janeiro,44,01/01/2015
2016,Sergipe,Janeiro,9,01/01/2016
2017,Sergipe,Janeiro,31,01/01/2017
1998,Sergipe,Fevereiro,0,01/01/1998
1999,Sergipe,Fevereiro,25,01/01/1999
2000,Sergipe,Fevereiro,6,01/01/2000
2001,Sergipe,Fevereiro,2,01/01/2001
2002,Sergipe,Fevereiro,6,01/01/2002
2003,Sergipe,Fevereiro,50,01/01/2003
2004,Sergipe,Fevereiro,10,01/01/2004
2005,Sergipe,Fevereiro,19,01/01/2005
2006,Sergipe,Fevereiro,36,01/01/2006
2007,Sergipe,Fevereiro,22,01/01/2007
2008,Sergipe,Fevereiro,67,01/01/2008
2009,Sergipe,Fevereiro,64,01/01/2009
2010,Sergipe,Fevereiro,33,01/01/2010
2011,Sergipe,Fevereiro,31,01/01/2011
2012,Sergipe,Fevereiro,34,01/01/2012
2013,Sergipe,Fevereiro,47,01/01/2013
2014,Sergipe,Fevereiro,18,01/01/2014
2015,Sergipe,Fevereiro,40,01/01/2015
2016,Sergipe,Fevereiro,22,01/01/2016
2017,Sergipe,Fevereiro,18,01/01/2017
1998,Sergipe,Março,0,01/01/1998
1999,Sergipe,Março,18,01/01/1999
2000,Sergipe,Março,6,01/01/2000
2001,Sergipe,Março,1,01/01/2001
2002,Sergipe,Março,7,01/01/2002
2003,Sergipe,Março,62,01/01/2003
2004,Sergipe,Março,36,01/01/2004
2005,Sergipe,Março,28,01/01/2005
2006,Sergipe,Março,41,01/01/2006
2007,Sergipe,Março,2,01/01/2007
2008,Sergipe,Março,43,01/01/2008
2009,Sergipe,Março,29,01/01/2009
2010,Sergipe,Março,44,01/01/2010
2011,Sergipe,Março,47,01/01/2011
2012,Sergipe,Março,71,01/01/2012
2013,Sergipe,Março,67,01/01/2013
2014,Sergipe,Março,33,01/01/2014
2015,Sergipe,Março,49,01/01/2015
2016,Sergipe,Março,26,01/01/2016
2017,Sergipe,Março,16,01/01/2017
1998,Sergipe,Abril,0,01/01/1998
1999,Sergipe,Abril,6,01/01/1999
2000,Sergipe,Abril,1,01/01/2000
2001,Sergipe,Abril,0,01/01/2001
2002,Sergipe,Abril,12,01/01/2002
2003,Sergipe,Abril,48,01/01/2003
2004,Sergipe,Abril,13,01/01/2004
2005,Sergipe,Abril,8,01/01/2005
2006,Sergipe,Abril,9,01/01/2006
2007,Sergipe,Abril,1,01/01/2007
2008,Sergipe,Abril,2,01/01/2008
2009,Sergipe,Abril,19,01/01/2009
2010,Sergipe,Abril,1,01/01/2010
2011,Sergipe,Abril,12,01/01/2011
2012,Sergipe,Abril,40,01/01/2012
2013,Sergipe,Abril,15,01/01/2013
2014,Sergipe,Abril,7,01/01/2014
2015,Sergipe,Abril,35,01/01/2015
2016,Sergipe,Abril,14,01/01/2016
2017,Sergipe,Abril,8,01/01/2017
1998,Sergipe,Maio,0,01/01/1998
1999,Sergipe,Maio,0,01/01/1999
2000,Sergipe,Maio,0,01/01/2000
2001,Sergipe,Maio,3,01/01/2001
2002,Sergipe,Maio,0,01/01/2002
2003,Sergipe,Maio,2,01/01/2003
2004,Sergipe,Maio,5,01/01/2004
2005,Sergipe,Maio,0,01/01/2005
2006,Sergipe,Maio,0,01/01/2006
2007,Sergipe,Maio,0,01/01/2007
2008,Sergipe,Maio,0,01/01/2008
2009,Sergipe,Maio,0,01/01/2009
2010,Sergipe,Maio,0,01/01/2010
2011,Sergipe,Maio,0,01/01/2011
2012,Sergipe,Maio,17,01/01/2012
2013,Sergipe,Maio,1,01/01/2013
2014,Sergipe,Maio,1,01/01/2014
2015,Sergipe,Maio,11,01/01/2015
2016,Sergipe,Maio,9,01/01/2016
2017,Sergipe,Maio,1,01/01/2017
1998,Sergipe,Junho,0,01/01/1998
1999,Sergipe,Junho,0,01/01/1999
2000,Sergipe,Junho,0,01/01/2000
2001,Sergipe,Junho,0,01/01/2001
2002,Sergipe,Junho,0,01/01/2002
2003,Sergipe,Junho,0,01/01/2003
2004,Sergipe,Junho,0,01/01/2004
2005,Sergipe,Junho,0,01/01/2005
2006,Sergipe,Junho,0,01/01/2006
2007,Sergipe,Junho,0,01/01/2007
2008,Sergipe,Junho,0,01/01/2008
2009,Sergipe,Junho,2,01/01/2009
2010,Sergipe,Junho,0,01/01/2010
2011,Sergipe,Junho,1,01/01/2011
2012,Sergipe,Junho,3,01/01/2012
2013,Sergipe,Junho,1,01/01/2013
2014,Sergipe,Junho,0,01/01/2014
2015,Sergipe,Junho,3,01/01/2015
2016,Sergipe,Junho,1,01/01/2016
2017,Sergipe,Junho,0,01/01/2017
1998,Sergipe,Julho,0,01/01/1998
1999,Sergipe,Julho,0,01/01/1999
2000,Sergipe,Julho,0,01/01/2000
2001,Sergipe,Julho,0,01/01/2001
2002,Sergipe,Julho,0,01/01/2002
2003,Sergipe,Julho,0,01/01/2003
2004,Sergipe,Julho,0,01/01/2004
2005,Sergipe,Julho,0,01/01/2005
2006,Sergipe,Julho,0,01/01/2006
2007,Sergipe,Julho,0,01/01/2007
2008,Sergipe,Julho,0,01/01/2008
2009,Sergipe,Julho,0,01/01/2009
2010,Sergipe,Julho,0,01/01/2010
2011,Sergipe,Julho,0,01/01/2011
2012,Sergipe,Julho,1,01/01/2012
2013,Sergipe,Julho,0,01/01/2013
2014,Sergipe,Julho,0,01/01/2014
2015,Sergipe,Julho,0,01/01/2015
2016,Sergipe,Julho,0,01/01/2016
2017,Sergipe,Julho,0,01/01/2017
1998,Sergipe,Agosto,0,01/01/1998
1999,Sergipe,Agosto,0,01/01/1999
2000,Sergipe,Agosto,0,01/01/2000
2001,Sergipe,Agosto,0,01/01/2001
2002,Sergipe,Agosto,2,01/01/2002
2003,Sergipe,Agosto,0,01/01/2003
2004,Sergipe,Agosto,0,01/01/2004
2005,Sergipe,Agosto,0,01/01/2005
2006,Sergipe,Agosto,0,01/01/2006
2007,Sergipe,Agosto,0,01/01/2007
2008,Sergipe,Agosto,0,01/01/2008
2009,Sergipe,Agosto,0,01/01/2009
2010,Sergipe,Agosto,0,01/01/2010
2011,Sergipe,Agosto,1,01/01/2011
2012,Sergipe,Agosto,0,01/01/2012
2013,Sergipe,Agosto,0,01/01/2013
2014,Sergipe,Agosto,0,01/01/2014
2015,Sergipe,Agosto,0,01/01/2015
2016,Sergipe,Agosto,6,01/01/2016
2017,Sergipe,Agosto,0,01/01/2017
1998,Sergipe,Setembro,0,01/01/1998
1999,Sergipe,Setembro,0,01/01/1999
2000,Sergipe,Setembro,0,01/01/2000
2001,Sergipe,Setembro,1,01/01/2001
2002,Sergipe,Setembro,0,01/01/2002
2003,Sergipe,Setembro,3,01/01/2003
2004,Sergipe,Setembro,0,01/01/2004
2005,Sergipe,Setembro,2,01/01/2005
2006,Sergipe,Setembro,0,01/01/2006
2007,Sergipe,Setembro,0,01/01/2007
2008,Sergipe,Setembro,0,01/01/2008
2009,Sergipe,Setembro,1,01/01/2009
2010,Sergipe,Setembro,0,01/01/2010
2011,Sergipe,Setembro,0,01/01/2011
2012,Sergipe,Setembro,1,01/01/2012
2013,Sergipe,Setembro,1,01/01/2013
2014,Sergipe,Setembro,4,01/01/2014
2015,Sergipe,Setembro,1,01/01/2015
2016,Sergipe,Setembro,2,01/01/2016
2017,Sergipe,Setembro,0,01/01/2017
1998,Sergipe,Outubro,0,01/01/1998
1999,Sergipe,Outubro,0,01/01/1999
2000,Sergipe,Outubro,3,01/01/2000
2001,Sergipe,Outubro,5,01/01/2001
2002,Sergipe,Outubro,20,01/01/2002
2003,Sergipe,Outubro,2,01/01/2003
2004,Sergipe,Outubro,3,01/01/2004
2005,Sergipe,Outubro,11,01/01/2005
2006,Sergipe,Outubro,3,01/01/2006
2007,Sergipe,Outubro,3,01/01/2007
2008,Sergipe,Outubro,0,01/01/2008
2009,Sergipe,Outubro,1,01/01/2009
2010,Sergipe,Outubro,1,01/01/2010
2011,Sergipe,Outubro,5,01/01/2011
2012,Sergipe,Outubro,1,01/01/2012
2013,Sergipe,Outubro,3,01/01/2013
2014,Sergipe,Outubro,3,01/01/2014
2015,Sergipe,Outubro,6,01/01/2015
2016,Sergipe,Outubro,10,01/01/2016
2017,Sergipe,Outubro,0,01/01/2017
1998,Sergipe,Novembro,12,01/01/1998
1999,Sergipe,Novembro,3,01/01/1999
2000,Sergipe,Novembro,0,01/01/2000
2001,Sergipe,Novembro,5,01/01/2001
2002,Sergipe,Novembro,57,01/01/2002
2003,Sergipe,Novembro,2,01/01/2003
2004,Sergipe,Novembro,41,01/01/2004
2005,Sergipe,Novembro,23,01/01/2005
2006,Sergipe,Novembro,5,01/01/2006
2007,Sergipe,Novembro,7,01/01/2007
2008,Sergipe,Novembro,17,01/01/2008
2009,Sergipe,Novembro,9,01/01/2009
2010,Sergipe,Novembro,16,01/01/2010
2011,Sergipe,Novembro,4,01/01/2011
2012,Sergipe,Novembro,6,01/01/2012
2013,Sergipe,Novembro,7,01/01/2013
2014,Sergipe,Novembro,9,01/01/2014
2015,Sergipe,Novembro,47,01/01/2015
2016,Sergipe,Novembro,17,01/01/2016
2017,Sergipe,Novembro,1,01/01/2017
1998,Sergipe,Dezembro,8,01/01/1998
1999,Sergipe,Dezembro,5,01/01/1999
2000,Sergipe,Dezembro,0,01/01/2000
2001,Sergipe,Dezembro,5,01/01/2001
2002,Sergipe,Dezembro,103,01/01/2002
2003,Sergipe,Dezembro,36,01/01/2003
2004,Sergipe,Dezembro,66,01/01/2004
2005,Sergipe,Dezembro,29,01/01/2005
2006,Sergipe,Dezembro,17,01/01/2006
2007,Sergipe,Dezembro,33,01/01/2007
2008,Sergipe,Dezembro,14,01/01/2008
2009,Sergipe,Dezembro,21,01/01/2009
2010,Sergipe,Dezembro,19,01/01/2010
2011,Sergipe,Dezembro,36,01/01/2011
2012,Sergipe,Dezembro,18,01/01/2012
2013,Sergipe,Dezembro,9,01/01/2013
2014,Sergipe,Dezembro,9,01/01/2014
2015,Sergipe,Dezembro,63,01/01/2015
2016,Sergipe,Dezembro,36,01/01/2016
1998,Tocantins,Janeiro,0,01/01/1998
1999,Tocantins,Janeiro,36,01/01/1999
2000,Tocantins,Janeiro,15,01/01/2000
2001,Tocantins,Janeiro,19,01/01/2001
2002,Tocantins,Janeiro,35,01/01/2002
2003,Tocantins,Janeiro,35,01/01/2003
2004,Tocantins,Janeiro,40,01/01/2004
2005,Tocantins,Janeiro,66,01/01/2005
2006,Tocantins,Janeiro,91,01/01/2006
2007,Tocantins,Janeiro,34,01/01/2007
2008,Tocantins,Janeiro,28,01/01/2008
2009,Tocantins,Janeiro,43,01/01/2009
2010,Tocantins,Janeiro,79,01/01/2010
2011,Tocantins,Janeiro,14,01/01/2011
2012,Tocantins,Janeiro,12,01/01/2012
2013,Tocantins,Janeiro,50,01/01/2013
2014,Tocantins,Janeiro,89,01/01/2014
2015,Tocantins,Janeiro,186,01/01/2015
2016,Tocantins,Janeiro,42,01/01/2016
2017,Tocantins,Janeiro,61,01/01/2017
1998,Tocantins,Fevereiro,0,01/01/1998
1999,Tocantins,Fevereiro,1,01/01/1999
2000,Tocantins,Fevereiro,6,01/01/2000
2001,Tocantins,Fevereiro,6,01/01/2001
2002,Tocantins,Fevereiro,48,01/01/2002
2003,Tocantins,Fevereiro,15,01/01/2003
2004,Tocantins,Fevereiro,7,01/01/2004
2005,Tocantins,Fevereiro,27,01/01/2005
2006,Tocantins,Fevereiro,14,01/01/2006
2007,Tocantins,Fevereiro,8,01/01/2007
2008,Tocantins,Fevereiro,6,01/01/2008
2009,Tocantins,Fevereiro,21,01/01/2009
2010,Tocantins,Fevereiro,32,01/01/2010
2011,Tocantins,Fevereiro,13,01/01/2011
2012,Tocantins,Fevereiro,45,01/01/2012
2013,Tocantins,Fevereiro,37,01/01/2013
2014,Tocantins,Fevereiro,73,01/01/2014
2015,Tocantins,Fevereiro,65,01/01/2015
2016,Tocantins,Fevereiro,383,01/01/2016
2017,Tocantins,Fevereiro,25,01/01/2017
1998,Tocantins,Março,0,01/01/1998
1999,Tocantins,Março,1,01/01/1999
2000,Tocantins,Março,4,01/01/2000
2001,Tocantins,Março,0,01/01/2001
2002,Tocantins,Março,33,01/01/2002
2003,Tocantins,Março,19,01/01/2003
2004,Tocantins,Março,23,01/01/2004
2005,Tocantins,Março,13,01/01/2005
2006,Tocantins,Março,11,01/01/2006
2007,Tocantins,Março,99,01/01/2007
2008,Tocantins,Março,4,01/01/2008
2009,Tocantins,Março,23,01/01/2009
2010,Tocantins,Março,120,01/01/2010
2011,Tocantins,Março,16,01/01/2011
2012,Tocantins,Março,80,01/01/2012
2013,Tocantins,Março,60,01/01/2013
2014,Tocantins,Março,58,01/01/2014
2015,Tocantins,Março,85,01/01/2015
2016,Tocantins,Março,165,01/01/2016
2017,Tocantins,Março,98,01/01/2017
1998,Tocantins,Abril,0,01/01/1998
1999,Tocantins,Abril,9,01/01/1999
2000,Tocantins,Abril,0,01/01/2000
2001,Tocantins,Abril,19,01/01/2001
2002,Tocantins,Abril,37,01/01/2002
2003,Tocantins,Abril,64,01/01/2003
2004,Tocantins,Abril,52,01/01/2004
2005,Tocantins,Abril,52,01/01/2005
2006,Tocantins,Abril,4,01/01/2006
2007,Tocantins,Abril,22,01/01/2007
2008,Tocantins,Abril,46,01/01/2008
2009,Tocantins,Abril,5,01/01/2009
2010,Tocantins,Abril,419,01/01/2010
2011,Tocantins,Abril,106,01/01/2011
2012,Tocantins,Abril,226,01/01/2012
2013,Tocantins,Abril,130,01/01/2013
2014,Tocantins,Abril,187,01/01/2014
2015,Tocantins,Abril,88,01/01/2015
2016,Tocantins,Abril,369,01/01/2016
2017,Tocantins,Abril,164,01/01/2017
1998,Tocantins,Maio,0,01/01/1998
1999,Tocantins,Maio,24,01/01/1999
2000,Tocantins,Maio,69,01/01/2000
2001,Tocantins,Maio,48,01/01/2001
2002,Tocantins,Maio,138,01/01/2002
2003,Tocantins,Maio,96,01/01/2003
2004,Tocantins,Maio,350,01/01/2004
2005,Tocantins,Maio,236,01/01/2005
2006,Tocantins,Maio,35,01/01/2006
2007,Tocantins,Maio,250,01/01/2007
2008,Tocantins,Maio,81,01/01/2008
2009,Tocantins,Maio,91,01/01/2009
2010,Tocantins,Maio,580,01/01/2010
2011,Tocantins,Maio,354,01/01/2011
2012,Tocantins,Maio,467,01/01/2012
2013,Tocantins,Maio,373,01/01/2013
2014,Tocantins,Maio,618,01/01/2014
2015,Tocantins,Maio,512,01/01/2015
2016,Tocantins,Maio,778,01/01/2016
2017,Tocantins,Maio,576,01/01/2017
1998,Tocantins,Junho,252,01/01/1998
1999,Tocantins,Junho,113,01/01/1999
2000,Tocantins,Junho,278,01/01/2000
2001,Tocantins,Junho,305,01/01/2001
2002,Tocantins,Junho,396,01/01/2002
2003,Tocantins,Junho,329,01/01/2003
2004,Tocantins,Junho,1.079,01/01/2004
2005,Tocantins,Junho,669,01/01/2005
2006,Tocantins,Junho,289,01/01/2006
2007,Tocantins,Junho,591,01/01/2007
2008,Tocantins,Junho,282,01/01/2008
2009,Tocantins,Junho,421,01/01/2009
2010,Tocantins,Junho,767,01/01/2010
2011,Tocantins,Junho,717,01/01/2011
2012,Tocantins,Junho,922,01/01/2012
2013,Tocantins,Junho,873,01/01/2013
2014,Tocantins,Junho,1.372,01/01/2014
2015,Tocantins,Junho,1.15,01/01/2015
2016,Tocantins,Junho,1.148,01/01/2016
2017,Tocantins,Junho,1.32,01/01/2017
1998,Tocantins,Julho,640,01/01/1998
1999,Tocantins,Julho,373,01/01/1999
2000,Tocantins,Julho,500,01/01/2000
2001,Tocantins,Julho,830,01/01/2001
2002,Tocantins,Julho,976,01/01/2002
2003,Tocantins,Julho,762,01/01/2003
2004,Tocantins,Julho,1.389,01/01/2004
2005,Tocantins,Julho,1.082,01/01/2005
2006,Tocantins,Julho,430,01/01/2006
2007,Tocantins,Julho,982,01/01/2007
2008,Tocantins,Julho,441,01/01/2008
2009,Tocantins,Julho,989,01/01/2009
2010,Tocantins,Julho,2.408,01/01/2010
2011,Tocantins,Julho,1.001,01/01/2011
2012,Tocantins,Julho,1.693,01/01/2012
2013,Tocantins,Julho,1.393,01/01/2013
2014,Tocantins,Julho,1.404,01/01/2014
2015,Tocantins,Julho,1.217,01/01/2015
2016,Tocantins,Julho,2.737,01/01/2016
2017,Tocantins,Julho,2.397,01/01/2017
1998,Tocantins,Agosto,3.747,01/01/1998
1999,Tocantins,Agosto,1.284,01/01/1999
